"","Participant_ID","session_id","age","major","gender","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","Intrinsic","Mood","NFC","SelfEsteem"
"608","37",7458536,21,"Cell Biology and Neuroscience","1",5,7,3.5,4.5,2.5,3.066666667,6,4,6
"609","38",7459790,19,"Psychology","1",5,7,3.5,6,2,2.666666667,5.5,3,6
"610","39",7459781,22,"sociology","2",5,6.5,4,5,2,2.533333333,4,2.666666667,2
"611","40",7460099,19,"Food and Nutrition","1",4.5,7,4,7,1.5,3.466666667,6,3.666666667,5
"612","41",7460100,31,"nursing","1",6,4.5,7,6,2.5,2.466666667,5.5,3.166666667,6
"613","42",7460101,19,"pre-nursing","2",6,5.5,6.5,5,2.5,3.466666667,3,3.666666667,7
"614","43",7462406,18,NA,"2",3.5,4,3.5,5,3,2.2,4,2.5,4
"615","44",7462408,18,"Nursing","1",5,6.5,3.5,4,4.5,2.866666667,6,2.5,6
"616","45",7462432,20,"premed","1",7,7,6,3,2.5,3.466666667,6,4,7
"617","46",7462603,18,"Chemistry","1",6.5,5,2,7,1,3.666666667,7,3.333333333,6
"618","47",7462601,22,"Microbiology","2",5.5,5,2,4.5,5.5,2.866666667,5,4.166666667,5
"619","49",7466459,18,"animal science","1",7,6.5,7,5.5,1.5,2.8,3.5,3.333333333,7
"620","50",7467188,20,"Nursing","1",4.5,5,6.5,4.5,4.5,3,6.5,3,6
"621","51",7467190,25,"pre-nursing","1",3.5,7,2,6.5,6,3.4,1.5,2.333333333,2
"622","56",7471881,19,"Cell Biology","1",5.5,6,5,3.5,1.5,3.466666667,3,4.333333333,6
"623","57",7471877,25,"Pre-Physical Therapy","2",5.5,6,4,6,1,2.933333333,6,3.666666667,7
"624","58",7471880,22,"University Studies","2",5,5.5,4,4,2.5,3,5.5,3.833333333,5
"625","59",7473182,18,"Accounting","2",4,7,5.5,5.5,3,2.733333333,6.5,2.833333333,4
"626","60",7473183,28,"undeclared","1",4.5,3.5,3,4.5,5,2.266666667,4,3.166666667,2
"627","62",7474670,18,"undecided","1",5,6,6,3.5,6,2.533333333,6,3.333333333,6
"628","63",7474667,18,"buisiness marketing","1",6.5,6,4,5,2,2.733333333,6.5,3.5,6
"629","66",7476696,18,"nursing","1",5,7,5,5.5,3,2.533333333,6,2.5,6
"630","67",7476694,30,"pre-nursing","1",3.5,4.5,4.5,4.5,4.5,2.733333333,5,2.5,2
"631","68",7476692,19,"Community Health","1",6.5,6.5,6,5,1.5,3.2,6,3.333333333,6
"632","69",7519220,18,"University Studies","1",3,6,4.5,6,1,2.933333333,5,3.166666667,5
"633","7",7412935,19,"University Studies","1",6,4,3,5,3.5,3.266666667,4,4.166666667,3
"634","71",7519249,18,"mechanical engineering","1",5,6,5.5,1.5,6.5,2.733333333,2,3,3
"635","74",7519665,18,"University Studies","1",6.5,5.5,5.5,7,2,3.133333333,6.5,3,6
"636","75",7523074,18,"Computer Science","1",4,5.5,1.5,4,3.5,3.066666667,6,3.5,5
"637","76",7523051,21,"pre-med","2",6,5,2,3.5,1,2.333333333,5,4,5
"638","77",7523053,19,NA,"1",5,7,2.5,6.5,1.5,2.866666667,5,3.166666667,7
"639","78",7524219,18,"undeclared","1",4.5,6,2,4.5,5,2.066666667,5.5,3,1
"640","79",7524210,22,"Chemical and Biological Engineering","2",4.5,5,5.5,3.5,2.5,2.933333333,5,3.833333333,6
"641","8",7413305,19,"history","2",5,7,2.5,2,1.5,2.933333333,6,3,7
"642","80",7524212,18,"undecided","1",5,4,3.5,5,3.5,2.4,5.5,2.666666667,5
"643","81",7527555,18,"nursing","1",7,7,7,6.5,1.5,3.2,6,3.666666667,7
"644","82",7527558,23,"Community Health","1",6.5,5.5,NA,6,1,NA,4,NA,4
"645","83",7527553,23,"Nursing","1",4.5,6,4.5,4.5,3,2.6,5,3.833333333,5
"646","84",7528078,20,"community health","1",5,4,5,4,4,2.933333333,5,3,4
"647","85",7528079,18,"exercise science","2",6.5,6.5,3.5,5.5,2,3,6,3.5,7
"648","86",7528076,19,"Biochemistry","1",5.5,7,6,6.5,1.5,3.733333333,6,3.833333333,7
"649","87",7528622,19,"Pre-Veterinary","1",5.5,7,3.5,2.5,5,3,5,3.333333333,5
"650","88",7528621,18,"Community Health","1",4.5,2.5,4.5,5,6.5,2.8,4.5,3.5,5
"651","89",7530089,18,"Health and Human Development","2",5,6.5,3.5,4,2,NA,6,3,5
"652","90",7530110,19,"University Studies","1",6,6.5,6,7,2.5,2.933333333,5.5,3.333333333,6
"653","91",7530090,18,"Psychology","1",5.5,6.5,5,3,4,3.4,6,3.166666667,5
"654","92",7530292,19,NA,"2",4,6.5,4,3,4,2.733333333,3,3,6
"655","93",7530291,18,"mechanical engineering","2",6,6.5,3,3,5,3,5.5,4,5
"656","94",7530290,20,"Computer Science","2",6.5,4,2.5,4,6,3.2,5,3.833333333,6
"657","95",7530867,19,"Sociology/Criminology","1",5.5,6.5,4,4.5,4,2.333333333,4,2.5,3
"658","97",7532287,18,"Undecided","1",4.5,5,4.5,4,2.5,3.466666667,6,3.833333333,5
"659","98",7532289,24,"Psychology","1",6.5,6.5,5,4,4,3.466666667,5.5,3.833333333,5
"660","99",7532526,18,"Psychology and Kinesiology","1",5.5,7,4.5,5,4,2.866666667,4.5,3.666666667,5
"661",NA,7415512,20,"Music Technology","2",4.5,5,5.5,6,3.5,3,6,3.166666667,5
"662",NA,7467378,28,"Pre med","2",3,7,1,7,3,1.933333333,5,2.666666667,5
"663",NA,7467439,17,"Nutrition","1",5.5,5,7,7,5,3.466666667,7,3.333333333,6
"664",NA,7530868,23,"community health","1",6.5,5.5,6,3.5,4,2.866666667,4.5,3.666666667,5
"665",NA,7609222,20,"Cell Biology and Neuroscience","1",7,6,5.5,7,2.5,3.733333333,5.5,4,6
"666",NA,7476616,20,NA,"2",5,5.5,1.5,4,4,3.2,2.5,3.333333333,5
"667",NA,7467382,28,NA,"2",5.5,3.5,5,4.5,2,3.2,6,4,6
"668",NA,7541642,21,"Exersize Science","2",4.5,5.5,6,4.5,1.5,2.8,6,3.666666667,6
"669",NA,7467221,18,"Psych and philanthropic business","1",7,6.5,4.5,5,3,3.533333333,6,3.833333333,7
"670",NA,7476615,19,"CIVIL ENGINEERING","1",5,5.5,4.5,3.5,3.5,2.466666667,4,3.333333333,5
"671",NA,7519664,19,"Undecided","1",5.5,4.5,4,5,3.5,3.066666667,5,3,5
"672",NA,7519661,20,"University Studies","2",3.5,5.5,3,5,3,2.533333333,6,2.666666667,6
"673",NA,7609225,18,"nursing","1",6,6,5,7,5.5,2.733333333,3,2.666666667,5
"674",NA,7608508,18,"undecided","1",4,4.5,2.5,4,3.5,2.133333333,4,3,5
"675",NA,7425652,18,"Pre-Comm","1",4.5,4.5,3,5.5,5,2.066666667,4,2.333333333,5
"676",NA,7425771,20,"Biology","1",5,4.5,2.5,5.5,2,2.733333333,4.5,2.833333333,5
"677",NA,7492855,18,"biology","2",5.5,6,4.5,4.5,3.5,2.6,6,3.666666667,5
"678",NA,7460062,19,"Chemistry","1",4,6,2.5,4,4,3,5.5,3.166666667,3
"679",NA,7425579,18,"Pre-Commerce","2",5.5,6.5,5.5,5.5,2,2.933333333,6,3.666666667,6
"680",NA,7476601,18,"Undecided","1",5.5,7,2,6,5,3.133333333,5,3.333333333,2
"681",NA,7410300,18,"Undecided: Maybe Statistics","1",4,4,2.5,3,3,2.466666667,5.5,3.333333333,3
"682",NA,7410212,21,"Biology and Music","2",5.5,6,6,6,2,3.266666667,6,4.166666667,7
"683","100",7562468,18,"Exercise Science","2",6,7,1,4,4,3.333333333,3,3.5,2
"684","101",7562960,18,"Biology","1",4.5,6,2,4,4,2.6,4,2.5,5
"685","102",7567524,18,"English/Political Science","1",4,5,3.5,4,5,2.666666667,3.5,2.666666667,6
"686","103",7567684,18,"Chemistry","1",5.5,4.5,6.5,4.5,3,2.866666667,6,2.666666667,6
"687","104",7568017,18,"biology","1",6.5,6,5.5,5.5,2.5,3.333333333,6,3.5,7
"688","105",7569890,18,"Biology","1",6,6.5,4.5,5.5,2.5,3.266666667,4.5,3.333333333,6
"689","106",7570000,28,"Nursing","2",6,5.5,7,4,2,3.2,6.5,4.333333333,7
"690","107",7570132,33,"EDUCATION","2",3.5,2.5,3,7,1.5,2.8,4,2.666666667,1
"691","108",7570370,18,"legal studies","1",4.5,6.5,4.5,3,3.5,3,6,3.666666667,6
"692","109",7570584,18,"Exercise and Sport Science","1",5,5.5,6,5,3,3.533333333,6,4,3
"693","111",7572710,21,"biology","1",4.5,6,6,5,1.5,3.2,5.5,4.166666667,5
"694","112",7574137,18,"Biology","2",5.5,4.5,6,4.5,3,2.8,5.5,3.666666667,6
"695","113",7574208,19,"psychology","1",4.5,2.5,3.5,5.5,4,2.933333333,6,2.166666667,4
"696","114",7574305,18,"Biology","1",5.5,3.5,4,4.5,4,2.8,5.5,3.166666667,2
"697","115",7574404,18,"Nursing","1",5.5,6.5,6,4.5,3,2.533333333,6,2.666666667,6
"698","116",7574551,18,"Marine Biology","1",4,5.5,3.5,5,4.5,2.933333333,6,2.166666667,3
"699","117",7578253,18,"Biology","2",5,5.5,4,5.5,3.5,2.6,5,2.833333333,3
"700","118",7578686,20,"Criminal Justice","1",5,6,3.5,6,4.5,2.533333333,6,3.333333333,5
"701","119",7578758,18,"Biology","1",5,6,4,4,4,2.666666667,5,2.666666667,7
"702","12",7415682,18,"Business Management","1",6.5,7,3.5,5,1.5,3.333333333,4,3.833333333,5
"703","120",7581019,18,"pre-nursing","1",5,5.5,5.5,4,4,2.666666667,6,3,5
"704","121",7581136,19,"Pre nursing","1",6.5,6.5,6,4,2,3.133333333,4,4,3
"705","123",7596431,18,"Biology","1",7,7,4.5,5,1,2.933333333,6,3.666666667,6
"706","124",7597229,25,"Busines","1",5.5,5.5,5,6,3,NA,5.5,2.833333333,6
"707","125",7597484,18,"biology","1",5.5,6.5,5.5,5.5,2,2.4,6,2.5,5
"708","126",7603742,18,"Pre Nursing","1",5.5,5,5.5,4,3.5,2.533333333,4.5,2.666666667,5
"709","127",7603904,13,"Biology","1",7,6,4.5,6.5,1,3.333333333,7,3.5,7
"710","128",7604228,18,"Nursing","1",6.5,5.5,6,5.5,4.5,3.066666667,6,3,5
"711","129",7607345,18,"biology","1",5.5,6,5.5,6.5,2,2.933333333,5,3.333333333,3
"712","13",7415903,18,"Biology","1",4,4.5,3,6,5,2.6,5,3.166666667,5
"713","130",7607499,18,"biology","2",5.5,6.5,4,6,2.5,3.133333333,5.5,3.333333333,1
"714","131",7608020,19,"Business Administration","1",5,5.5,2.5,4,3,2.8,5.5,3.5,3
"715","132",7608885,18,"Nursing","1",5,6.5,1.5,6.5,3,2.533333333,5,3.666666667,5
"716","135",7616043,19,"Criminal Justice","1",5.5,7,7,4,5.5,2.6,4.5,2.833333333,2
"717","136",7616148,18,"Biology","1",5,6,4.5,4.5,3.5,2,5,2.333333333,5
"718","137",7616468,18,"Psychology","1",6.5,6,3.5,4.5,6,3,5.5,3.333333333,5
"719","138",7616703,19,"Nursing","1",4,6,5.5,4,4,3,5,2.666666667,5
"720","14",7419619,18,"Pre-Nursing","1",6,6.5,4.5,4,5,2.933333333,4.5,3.166666667,2
"721","16",7420288,18,"Studio Art/Art Administration","1",6,4,2,6.5,1,2.4,5,2.666666667,6
"722","17",7420512,18,"Accounting","2",3,6.5,3,4,5.5,2.666666667,3,1.833333333,5
"723","18",7420667,18,"Biology","1",6,6.5,4.5,4,3.5,3,6.5,3.333333333,5
"724","19",7422555,18,"Pre-Nursing","2",5,4,3.5,5.5,3.5,2.933333333,4.5,3.666666667,6
"725","20",7423126,18,"Theatre","1",7,7,7,4.5,5,3.466666667,6.5,4.166666667,5
"726","21",7423371,19,"Psychology","1",7,4,3,4,4.5,2.933333333,3,2.666666667,4
"727","22",7425142,24,"Exercise and Sports Science","2",6.5,5,5,5,2.5,3.333333333,6,3.166666667,6
"728","23",7425246,18,"marine biology","2",4,4.5,5,4,5,2.8,4,3.166666667,5
"729","24",7425508,18,"Biology","1",6.5,5,5,6,1.5,3.533333333,4,4.333333333,7
"730","26",7425756,21,"Psychology","2",4.5,5.5,3.5,4.5,2,2.8,5.5,3.5,6
"731","27",7425891,21,"Psychology","1",5,6,4.5,4.5,3.5,2.866666667,4.5,3.833333333,6
"732","28",7426023,18,NA,"1",5,4,3.5,4.5,6,2.266666667,3,2.833333333,3
"733","29",7427617,19,"Accounting","1",2,7,4,5,5,2.2,4,3,6
"734","30",7428315,26,"Pychology","2",7,5.5,4.5,4,3.5,3.466666667,2,4,6
"735","31",7430585,19,"Biology","1",7,7,7,4.5,2,3.266666667,6,3,2
"736","32",7430779,18,"Biology (Pre-Medicine)","2",6.5,7,4,5.5,1,3.2,6,4.166666667,5
"737","33",7430914,18,"Pre-Nursing","1",6.5,7,6,5,2,3.333333333,6.5,3.166666667,6
"738","34",7431207,24,"Theater and Music","Gender Fluid",6.5,6.5,5.5,4,2.5,3.2,6,4.333333333,3
"739","36",7435182,19,"Finance","1",6,6,5,4.5,6,3.4,5.5,3.666666667,2
"740","37",7435270,18,"biology","1",6,7,4,4,1,2.866666667,4,2.666666667,5
"741","38",7436847,19,"Biology","1",7,7,4.5,6.5,2.5,3.333333333,6,3.5,5
"742","39",7436881,49,"Business Administration","1",7,7,6.5,6,2,2.733333333,3,2,7
"743","40",7437558,18,"Biology","1",7,7,7,4.5,2,3.866666667,7,5,6
"744","41",7437782,20,"Accounting","1",4.5,7,1.5,4.5,2,2.933333333,4,3.666666667,5
"745","42",7438089,18,"Pre-Nursing","1",6,5.5,3,3.5,5.5,2.466666667,4,3,1
"746","43",7440002,18,"Biology","1",5,5.5,5.5,5.5,4.5,3.333333333,6,3.166666667,5
"747","44",7440119,18,"Biology (Pre-Med)","1",6,7,6,4.5,2,2.866666667,6,2.666666667,7
"748","45",7440263,18,"Medical Sonography","1",5.5,5.5,2.5,3.5,5.5,2.333333333,5.5,3.333333333,5
"749","46",7440424,18,"Marine Biology","1",6.5,6,4.5,5,4.5,2.933333333,5,3.5,2
"750","47",7440744,19,"Nursing","1",7,3.5,6.5,5,4.5,3.533333333,4,2.5,4
"751","48",7441079,18,"Biology","1",5.5,5.5,3,4.5,5.5,2.333333333,3,2.666666667,2
"752","49",7444184,18,"Psychology","1",4.5,5.5,3,6,6,2.6,6.5,2.5,3
"753","51",7446584,18,"Pre-nursing","1",4,6,6,5.5,4.5,2.133333333,5.5,2.333333333,6
"754","52",7447123,18,"Pre-Nursing","1",5.5,5.5,6.5,4.5,4.5,3.066666667,5.5,3.5,6
"755","53",7451743,18,"biology","1",6,5.5,2.5,5.5,2,2.533333333,4,3.166666667,2
"756","55",7452365,18,"Biology","2",5,4.5,4.5,6.5,2,2.466666667,4,3,5
"757","56",7453912,18,"Legal Studies","2",4.5,6.5,5,3.5,2,2.4,5.5,3.333333333,5
"758","57",7454471,18,"Biology","1",6,7,4.5,5,5.5,3.266666667,5.5,3.5,5
"759","58",7454639,25,"Exercise and Sports Science","1",6.5,6,4.5,6,3.5,3.066666667,6,3.833333333,5
"760","59",7455148,26,"Pre-Nursing","1",7,7,4.5,5,1,3.2,3,3,6
"761","60",7457027,19,"Athletic Training","1",3.5,5.5,2.5,4,5,2.533333333,2,2.833333333,2
"762","61",7457776,19,"Biology","1",6.5,6,4,4.5,4,2.6,3.5,2.666666667,4
"763","64",7461792,20,"Psychology","1",4,7,2,3.5,2,3.133333333,5,3.333333333,5
"764","65",7462061,18,"psychology","1",5,5,4,5,4.5,3.066666667,4,3.666666667,3
"765","66",7466928,18,"Exceptional Education","1",4,7,3,3,6.5,2.933333333,5.5,1.5,2
"766","67",7467179,18,"Criminal Justice","1",4.5,5.5,5,4.5,3,2.466666667,4,3.166666667,3
"767","68",7467437,21,"business management","2",6,7,7,3.5,2.5,3,3.5,4,6
"768","69",7467549,18,"Biology","2",5.5,5,5.5,5,1.5,3,4,3.166666667,5
"769","7",7412374,18,"Biology","1",6.5,7,4.5,6.5,1.5,2.4,6.5,2.333333333,6
"770","70",7471726,18,"Chemistry","1",6,6.5,1.5,5.5,3.5,3.666666667,4,3.333333333,7
"771","71",7472090,18,"bio","2",7,7,5,4.5,2.5,3.466666667,5.5,4,7
"772","73",7504352,22,"Psychology","1",6.5,6.5,2.5,5,3.5,3.133333333,5.5,3.666666667,6
"773","74",7505006,18,"Biology","1",5.5,6.5,2.5,6.5,2.5,2.866666667,5.5,3.5,5
"774","75",7507167,21,"Biology","1",6.5,4.5,4,5,2,3.266666667,4,3.5,7
"775","76",7509474,18,"Marine Biology","1",4,6,2.5,4.5,4,2.733333333,6,3.666666667,5
"776","77",7510347,19,"Exercise and Sports Science","1",4.5,7,5,3.5,2,2.866666667,4.5,2.833333333,5
"777","78",7510754,19,"education","1",7,6.5,7,3.5,5,3.6,7,4.166666667,4
"778","79",7511091,18,"Theatre","1",5,4,5,2,2,3,5.5,2.666666667,6
"779","8",7413281,22,"biology","1",6.5,5.5,4.5,4,5.5,3.533333333,5.5,3.5,6
"780","80",7531984,21,"Psychology","1",4.5,4,5,7,2,2.733333333,4.5,3,3
"781","81",7540663,18,"Biology","1",6.5,5.5,3.5,5.5,4,2.933333333,6,2.833333333,6
"782","82",7541473,19,"Biology","1",6.5,6.5,4,4.5,4.5,2.866666667,2.5,3.166666667,6
"783","83",7544765,18,"Biology","1",6.5,4,5.5,4.5,5.5,3.133333333,5.5,3.5,3
"784","84",7544863,18,"Nursing","2",5,5.5,3.5,4,4.5,1.866666667,4.5,2.166666667,5
"785","85",7545464,18,"biology","1",6,6.5,6.5,5.5,2,2.666666667,7,2.333333333,6
"786","86",7549820,19,"exercise science","1",4,6,4.5,4,3.5,2.666666667,4,3.333333333,4
"787","87",7551921,18,"Biology","1",5,6.5,3,6,4.5,3.066666667,5,3,2
"788","9",7415209,21,"Biology","1",4.5,7,3,5,4.5,2.733333333,6,3.666666667,5
"789","90",7553842,18,"Chemistry","1",5.5,6.5,4.5,3.5,3.5,2.666666667,6,3,4
"790","91",7553920,19,"Business","2",6,6,6,5,1,3.6,4,3.5,6
"791","92",7554054,20,"Biology","1",6,4.5,5,4,4.5,3.066666667,6,2.666666667,5
"792","93",7554356,18,"psychology","1",7,6.5,1.5,6.5,3,3.133333333,4,3.5,4
"793","94",7556599,19,"Political Science","2",5,6,5.5,5,4.5,3,6,3.666666667,7
"794","95",7558191,18,"Exercise Science","2",4.5,7,4,6.5,1,3.066666667,6,4,6
"795","96",7558229,20,"Biology","1",4.5,7,2.5,3,3,2.8,4.5,4.166666667,3
"796","97",7558476,21,"Business Administration","1",5.5,5,3,6.5,4,3,5,2.833333333,7
"797","98",7558628,27,"Psychology","1",5.5,4.5,5,6,4,2.4,5.5,3.5,5
"798",NA,7415526,18,"Psychology","1",6,6,4.5,4.5,4.5,3.466666667,5,4,5
"799",NA,7501983,19,"Deciding","1",5.5,7,3,6,4.5,2.066666667,6.5,2.333333333,3
"800",NA,7420163,18,"Biology","1",6.5,6.5,4.5,3.5,3,3.6,6,4,5
"801",NA,7558910,18,"Marine Biology","2",7,6.5,7,7,1.5,2.466666667,6.5,2.333333333,5
"802",NA,7459466,21,"Exercise & Sports Science","2",6.5,5.5,4,4.5,3,2.6,5,3.666666667,5
"803",NA,7444525,18,"Dance","1",6,7,7,5.5,2,3.4,6.5,3.5,6
"804",NA,7434841,18,"BIOLOGY","2",6,6,6.5,5,2,3.733333333,6.5,4.833333333,7
"805",NA,7609132,18,"Biology","1",7,6.5,6.5,6,6.5,3.2,5.5,3.166666667,1
"806",NA,7460306,18,"Chemistry","1",4,6,4.5,4,4,2.6,5.5,3.833333333,5
"807",NA,7425623,19,"Pre-Nursing","2",6.5,6,5.5,2.5,2,3.133333333,6.5,3.166666667,5
"808",NA,7452008,18,NA,"2",5,NA,NA,NA,4,NA,NA,NA,NA
"809",NA,7552072,18,"Environmental Science","1",4,4.5,6,6.5,4,2.733333333,6,3.333333333,6
"810",NA,7571058,19,"Biology","2",6.5,6.5,4.5,4.5,1.5,2.866666667,7,3.166666667,6
"811",NA,7612291,18,"Athletic Training","1",4,5.5,6.5,5,3.5,2.8,6,2.833333333,2
"812",NA,7581303,20,"Pschology","1",7,7,6.5,3.5,3.5,3.466666667,7,4,4
"813",NA,7552327,21,"Psychology","1",5,5,3,5.5,4,2.266666667,5,2.666666667,4
"814","1",681116,18,"radiologic sciences and therapy","2",5,5,5,4.5,3,2.6,6,3,7
"815","101",682559,21,"undecided","1",5,7,5.5,4.5,3.5,2.866666667,6,3.5,7
"816","102",682557,22,"nursing","1",4.5,3.5,4,3,4.5,2.666666667,4,2.833333333,2
"817","103",682556,19,"Architecture","2",4.5,3,4,4,4,2.8,6,3.666666667,5
"818","104",682558,18,"Japanese","1",5.5,5.5,5,5,7,2.4,2,3.333333333,5
"819","105",682973,18,"Computer Science & Engineering","1",5.5,6,5.5,5.5,2,3.266666667,6,3.333333333,3
"820","106",682974,19,"undecided","2",5,4.5,4.5,4,4.5,1.933333333,5,3,4
"821","107",682971,19,"Athletic Training","2",5,5,6,3.5,2.5,2.8,5.5,3.166666667,5
"822","108",682982,19,"education","1",5.5,6.5,5,5,5,2.733333333,4,3,3
"823","109",683012,18,"Computer Science and Engineering","2",5.5,4,3.5,5,4,2.933333333,4,3.333333333,2
"824","11",681157,18,NA,"1",6.5,6.5,2.5,4,4,3.466666667,6,3.333333333,3
"825","110",683013,18,"CSE","2",6.5,4.5,3,3.5,3,2.666666667,5.5,3.333333333,1
"826","111",683023,19,"if i knew i'd tell you","2",4.5,6.5,3.5,5,1.5,2.866666667,6,3.5,6
"827","112",683022,18,"Business","2",5,7,3,4.5,1,3.066666667,5,3.333333333,6
"828","113",683021,20,"Social Work","1",2.5,5,1.5,6.5,5,2,2,1.833333333,1
"829","114",683020,18,"Radiologic Sciences and Therapy","1",4,4,6,5,4,2.733333333,4.5,2.5,5
"830","115",683032,20,"Bio-medical Engineering","1",4.5,5.5,3.5,5,4,2.533333333,5.5,3,1
"831","116",683034,18,"Linguistics","1",6,4,2.5,5.5,2,3.533333333,5,4.333333333,6
"832","117",683035,18,"Finance","2",7,7,6.5,4.5,1,3.533333333,4.5,3.666666667,6
"833","119",683116,18,"business finance","2",6.5,6,6,2,3,2.8,4.5,3.666666667,6
"834","12",681159,21,"Radiology","1",3,5,3,5.5,5,2.333333333,2,2.5,3
"835","120",683115,18,"buisness","2",4.5,4.5,3,5.5,4,2.4,5.5,2.166666667,6
"836","121",683136,19,"undecided","2",6,4,4.5,5.5,2,2.6,6,3.166666667,6
"837","122",683137,19,"Accounting","2",5.5,6.5,4.5,4.5,3,2.6,6,3.666666667,5
"838","123",683150,18,"Marketing","1",4.5,1,4,3.5,5,2.133333333,1,2.5,2
"839","124",683149,18,"Biology: Pre-Med","1",7,5.5,6,1,2.5,3.4,4,3.666666667,6
"840","125",683151,18,"Pre-Medicine","1",5,5,1.5,3,5,2.8,4,2,1
"841","127",683163,19,"health and rehabilitation","2",4.5,3.5,4,4,4,NA,4,NA,5
"842","128",683162,19,"Biology","2",6.5,5.5,7,2.5,3,3.466666667,3,4,7
"843","129",683232,18,"Psychology","2",4.5,7,1,6,1,2.733333333,6,3.666666667,5
"844","13",681175,18,"Nursing","1",7,4,3.5,6,4,2.866666667,4,3.5,3
"845","130",683233,19,"art, illustration / animation","gender neutral",6,3.5,1,7,7,3.2,2.5,3.666666667,3
"846","131",683235,22,"CRIMINOLOGY","2",4.5,7,4.5,5.5,1,3.266666667,6,2.5,7
"847","132",683234,18,"business administration and management","2",6,6,5,6.5,2,2.4,6,3.333333333,5
"848","133",683250,19,"Sports Industry","2",7,4,6.5,5.5,3,3.8,2.5,4.5,7
"849","134",683253,19,NA,"2",4,4,3.5,2.5,2.5,2.6,4.5,2.833333333,2
"850","137",683263,20,"Neonatal nurse","1",5.5,7,6.5,5,2.5,3.133333333,4,3.5,7
"851","139",683262,19,"Psychology","2",5,5,2,6.5,3.5,2.933333333,3.5,2.833333333,5
"852","140",683274,18,"Psychology","2",4,5,1.5,3.5,3,2.266666667,4.5,3,4
"853","141",683290,19,"exercise science","2",7,7,4.5,4.5,3,2.666666667,5.5,2.5,7
"854","142",683310,18,"Computer Science and Engineering","2",4.5,4,5,4.5,5,2.666666667,2.5,3.333333333,5
"855","143",683298,19,"undecided","2",6,2.5,7,5.5,4,2.933333333,7,1.333333333,7
"856","144",683307,19,"sports nutrition","2",7,4.5,4.5,4.5,1.5,3.066666667,6,3.666666667,6
"857","145",683308,18,"Biology","2",5.5,6.5,6,2.5,5,3.2,3,3.833333333,5
"858","146",683369,19,"Psyhcology","1",7,6.5,5,6.5,4.5,2.866666667,4.5,2.666666667,5
"859","147",683370,18,"Physical Therapy","1",6.5,5,5.5,5,2.5,2.6,7,3.333333333,5
"860","148",683371,18,"biology","1",5.5,4,5,5,4,2.8,5.5,3.5,5
"861","149",683387,19,"Exercise Science and Nutrition","2",7,4,7,5,2,3.066666667,5.5,3.666666667,6
"862","15",681194,18,"bioloogy","1",4,4.5,3.5,3.5,4,2.533333333,4.5,2.333333333,2
"863","150",683388,18,"Engineering","2",7,4,7,7,1.5,3.133333333,6,3.833333333,7
"864","151",683389,18,"Health Science","1",7,5.5,6.5,6,3,3,4,3.5,6
"865","152",683390,19,"Culinary Arts","1",4.5,5.5,3.5,5,4,2.866666667,6,3.166666667,4
"866","153",683419,18,"Business- Human Resources","1",6,5,7,7,4,3.6,7,4.666666667,7
"867","154",683423,19,"Marketing","2",2.5,2,3.5,3,4,2.333333333,2.5,1.833333333,3
"868","155",683422,18,"Business (Marketing)","1",6,3.5,6,6,5,2.2,4.5,2.166666667,2
"869","156",683443,18,"undecided","1",5.5,3.5,3,5.5,4,2.866666667,4,2.5,5
"870","157",683444,19,"biology","1",5.5,4.5,3.5,5.5,2.5,3.4,7,3.333333333,2
"871","16",681285,18,"Engineering","2",5,4,2,5.5,3,2.666666667,4,3.333333333,5
"872","17",681287,18,"chemistry","1",6,5,3,4,4,2.466666667,6,3,6
"873","18",681286,18,"Business","1",4,6,4.5,4,3,2.6,5.5,3.333333333,5
"874","19",681297,18,"Biology","2",5,4.5,4,4.5,5.5,2.666666667,3,2.666666667,1
"875","2",681114,19,"Business-marketing","1",6.5,7,4.5,5.5,5,3.4,5.5,3.166666667,7
"876","20",681299,18,"Business","1",4,7,5.5,4,4.5,3.066666667,5,3.666666667,1
"877","21",681323,18,"Radiology","1",5.5,5,4,5.5,4,2.866666667,4.5,3.666666667,6
"878","22",681325,19,"BIOLOGY","2",5,3,3.5,3.5,6,2.333333333,6,2.333333333,2
"879","23",681324,18,"Human Nutrition","1",4.5,6,4,5,3,2.866666667,5.5,4.166666667,7
"880","24",681337,19,"radiology","1",6.5,7,4,7,1.5,3.6,6,2.833333333,6
"881","25",681335,18,"Business","2",4.5,3.5,4,4.5,1.5,2.2,5,2.166666667,4
"882","27",681340,18,"Mathematics Education","2",2,6.5,1,3.5,2.5,3.2,7,3.5,6
"883","28",681341,19,"Art Education","2",7,5,4,7,3,3,6.5,2.833333333,6
"884","29",681339,19,"Medical Laboratory Science","1",6.5,7,5,7,2,2.933333333,6,3.5,7
"885","3",681115,19,"Business","1",4,5.5,2.5,5.5,3.5,2.4,6,3.166666667,5
"886","30",681345,21,"PHARMACEUTICAL SCIENCES","1",7,6.5,3.5,5,1.5,3.066666667,6.5,3.5,7
"887","31",681344,18,"Microbiology","2",5,5,2.5,3,7,2.533333333,3,3.166666667,2
"888","32",681763,19,"Engineering","2",5.5,5.5,1.5,5.5,3,2.933333333,5.5,3.833333333,2
"889","33",681764,19,"Exploring","2",3.5,5.5,5,3,4,2.533333333,5.5,2.333333333,3
